SPECIES_LU_VERSION; ISGS Species List
TERMS_AND_CONDITIONS; Free to use, cite original source
SPECIES_NR;NAME;GENUS;SPECIES;AUTHOR;SYNONYM;VALID_NR;VALID_NAME;SECUNDUM
590;Parapholis strigosa;Parapholis;strigosa;NA;FALSE;590;Parapholis strigosa;NA
591;Parmelia sp.;Parmelia;sp.;NA;FALSE;591;Parmelia sp.;NA
592;Parnassia palustris;Parnassia;palustris;NA;FALSE;592;Parnassia palustris;NA
593;Pedicularis palustris;Pedicularis;palustris;NA;FALSE;593;Pedicularis palustris;NA
594;Pedicularis sp.;Pedicularis;sp.;NA;FALSE;594;Pedicularis sp.;NA
595;Pedicularis sylvatica;Pedicularis;sylvatica;NA;FALSE;595;Pedicularis sylvatica;NA
596;Pedicularis sylvatica s. hibernica;Pedicularis;sylvatica s. hibernica;NA;FALSE;596;Pedicularis sylvatica s. hibernica;NA
597;Pellia endiviifolia;Pellia;endiviifolia;NA;FALSE;597;Pellia endiviifolia;NA
598;Pellia epiphylla;Pellia;epiphylla;NA;FALSE;598;Pellia epiphylla;NA
599;Pellia neesiana;Pellia;neesiana;NA;FALSE;599;Pellia neesiana;NA
600;Pellia sp.;Pellia;sp.;NA;FALSE;600;Pellia sp.;NA
601;Peltigera hymenina;Peltigera;hymenina;NA;FALSE;601;Peltigera hymenina;NA
602;Peltigera leucophlebia;Peltigera;leucophlebia;NA;FALSE;602;Peltigera leucophlebia;NA
603;Peltigera membranacea;Peltigera;membranacea;NA;FALSE;603;Peltigera membranacea;NA
604;Peltigera sp.;Peltigera;sp.;NA;FALSE;604;Peltigera sp.;NA
605;Persicaria amphibia;Persicaria;amphibia;NA;FALSE;605;Persicaria amphibia;NA
606;Persicaria hydropiper;Persicaria;hydropiper;NA;FALSE;606;Persicaria hydropiper;NA
607;Persicaria maculosa;Persicaria;maculosa;NA;FALSE;607;Persicaria maculosa;NA
608;Persicaria sp.;Persicaria;sp.;NA;FALSE;608;Persicaria sp.;NA
609;Phalaris arundinacea;Phalaris;arundinacea;NA;FALSE;609;Phalaris arundinacea;NA
610;Philonotis caespitosa;Philonotis;caespitosa;NA;FALSE;610;Philonotis caespitosa;NA
611;Philonotis fontana;Philonotis;fontana;NA;FALSE;611;Philonotis fontana;NA
612;Philonotis sp.;Philonotis;sp.;NA;FALSE;612;Philonotis sp.;NA
613;Phleum bertolonii;Phleum;bertolonii;NA;FALSE;613;Phleum bertolonii;NA
614;Phleum pratense;Phleum;pratense;NA;FALSE;614;Phleum pratense;NA
615;Phragmites australis;Phragmites;australis;NA;FALSE;615;Phragmites australis;NA
616;Phyllitis scolopendrium;Phyllitis;scolopendrium;NA;FALSE;616;Phyllitis scolopendrium;NA
617;Physcomitrium pyriforme;Physcomitrium;pyriforme;NA;FALSE;617;Physcomitrium pyriforme;NA
618;Picea sitchensis;Picea;sitchensis;NA;FALSE;618;Picea sitchensis;NA
619;Picris echioides;Picris;echioides;NA;FALSE;619;Picris echioides;NA
620;Picris hieracioides;Picris;hieracioides;NA;FALSE;620;Picris hieracioides;NA
621;Pilosella officinarum;Pilosella;officinarum;NA;FALSE;621;Pilosella officinarum;NA
622;Pimpinella saxifraga;Pimpinella;saxifraga;NA;FALSE;622;Pimpinella saxifraga;NA
623;Pinguicula lusitanica;Pinguicula;lusitanica;NA;FALSE;623;Pinguicula lusitanica;NA
624;Pinguicula sp.;Pinguicula;sp.;NA;FALSE;624;Pinguicula sp.;NA
625;Pinguicula vulgaris;Pinguicula;vulgaris;NA;FALSE;625;Pinguicula vulgaris;NA
626;Plagiochila bifaria;Plagiochila;bifaria;NA;FALSE;626;Plagiochila bifaria;NA
627;Plagiochila britannica;Plagiochila;britannica;NA;FALSE;627;Plagiochila britannica;NA
628;Plagiochila exigua;Plagiochila;exigua;NA;FALSE;628;Plagiochila exigua;NA
629;Plagiochila porelloides;Plagiochila;porelloides;NA;FALSE;629;Plagiochila porelloides;NA
630;Plagiochila punctata;Plagiochila;punctata;NA;FALSE;630;Plagiochila punctata;NA
631;Plagiochila sp.;Plagiochila;sp.;NA;FALSE;631;Plagiochila sp.;NA
632;Plagiochila spinulosa;Plagiochila;spinulosa;NA;FALSE;632;Plagiochila spinulosa;NA
633;Plagiomnium affine;Plagiomnium;affine;NA;FALSE;633;Plagiomnium affine;NA
634;Plagiomnium cuspidatum;Plagiomnium;cuspidatum;NA;FALSE;634;Plagiomnium cuspidatum;NA
635;Plagiomnium elatum;Plagiomnium;elatum;NA;FALSE;635;Plagiomnium elatum;NA
636;Plagiomnium ellipticum;Plagiomnium;ellipticum;NA;FALSE;636;Plagiomnium ellipticum;NA
637;Plagiomnium rostratum;Plagiomnium;rostratum;NA;FALSE;637;Plagiomnium rostratum;NA
638;Plagiomnium sp.;Plagiomnium;sp.;NA;FALSE;638;Plagiomnium sp.;NA
639;Plagiomnium undulatum;Plagiomnium;undulatum;NA;FALSE;639;Plagiomnium undulatum;NA
640;Plagiothecium denticulatum;Plagiothecium;denticulatum;NA;FALSE;640;Plagiothecium denticulatum;NA
641;Plagiothecium sp.;Plagiothecium;sp.;NA;FALSE;641;Plagiothecium sp.;NA
642;Plagiothecium succulentum;Plagiothecium;succulentum;NA;FALSE;642;Plagiothecium succulentum;NA
643;Plagiothecium undulatum;Plagiothecium;undulatum;NA;FALSE;643;Plagiothecium undulatum;NA
644;Plantago coronopus;Plantago;coronopus;NA;FALSE;644;Plantago coronopus;NA
645;Plantago lanceolata;Plantago;lanceolata;NA;FALSE;645;Plantago lanceolata;NA
646;Plantago major;Plantago;major;NA;FALSE;646;Plantago major;NA
647;Plantago maritima;Plantago;maritima;NA;FALSE;647;Plantago maritima;NA
648;Plantago media;Plantago;media;NA;FALSE;648;Plantago media;NA
649;Platanthera bifolia;Platanthera;bifolia;NA;FALSE;649;Platanthera bifolia;NA
650;Platanthera chlorantha;Platanthera;chlorantha;NA;FALSE;650;Platanthera chlorantha;NA
651;Platanthera sp.;Platanthera;sp.;NA;FALSE;651;Platanthera sp.;NA
652;Pleuridium acuminatum;Pleuridium;acuminatum;NA;FALSE;652;Pleuridium acuminatum;NA
653;Pleuridium sp.;Pleuridium;sp.;NA;FALSE;653;Pleuridium sp.;NA
654;Pleurozia purpurea;Pleurozia;purpurea;NA;FALSE;654;Pleurozia purpurea;NA
655;Pleurozium schreberi;Pleurozium;schreberi;NA;FALSE;655;Pleurozium schreberi;NA
656;Poa annua;Poa;annua;NA;FALSE;656;Poa annua;NA
657;Poa humilis;Poa;humilis;NA;FALSE;657;Poa humilis;NA
658;Poa pratensis;Poa;pratensis;NA;FALSE;658;Poa pratensis;NA
659;Poa sp.;Poa;sp.;NA;FALSE;659;Poa sp.;NA
660;Poa trivialis;Poa;trivialis;NA;FALSE;660;Poa trivialis;NA
661;Pogonatum urnigerum;Pogonatum;urnigerum;NA;FALSE;661;Pogonatum urnigerum;NA
662;Pohlia bulbifera;Pohlia;bulbifera;NA;FALSE;662;Pohlia bulbifera;NA
663;Pohlia elongata;Pohlia;elongata;NA;FALSE;663;Pohlia elongata;NA
664;Pohlia flexuosa;Pohlia;flexuosa;NA;FALSE;664;Pohlia flexuosa;NA
665;Pohlia melanodon;Pohlia;melanodon;NA;FALSE;665;Pohlia melanodon;NA
666;Pohlia nutans;Pohlia;nutans;NA;FALSE;666;Pohlia nutans;NA
667;Pohlia sp.;Pohlia;sp.;NA;FALSE;667;Pohlia sp.;NA
668;Pohlia wahlenbergii;Pohlia;wahlenbergii;NA;FALSE;668;Pohlia wahlenbergii;NA
669;Polygala serpyllifolia;Polygala;serpyllifolia;NA;FALSE;669;Polygala serpyllifolia;NA
670;Polygala sp.;Polygala;sp.;NA;FALSE;670;Polygala sp.;NA
671;Polygala vulgaris;Polygala;vulgaris;NA;FALSE;671;Polygala vulgaris;NA
672;Polygonum aviculare;Polygonum;aviculare;NA;FALSE;672;Polygonum aviculare;NA
673;Polypodium sp.;Polypodium;sp.;NA;FALSE;673;Polypodium sp.;NA
674;Polypodium vulgare;Polypodium;vulgare;NA;FALSE;674;Polypodium vulgare;NA
675;Polystichum setiferum;Polystichum;setiferum;NA;FALSE;675;Polystichum setiferum;NA
676;Polytrichum alpinum;Polytrichum;alpinum;NA;FALSE;676;Polytrichum alpinum;NA
677;Polytrichum commune;Polytrichum;commune;NA;FALSE;677;Polytrichum commune;NA
678;Polytrichum formosum;Polytrichum;formosum;NA;FALSE;678;Polytrichum formosum;NA
679;Polytrichum juniperinum;Polytrichum;juniperinum;NA;FALSE;679;Polytrichum juniperinum;NA
680;Polytrichum piliferum;Polytrichum;piliferum;NA;FALSE;680;Polytrichum piliferum;NA
681;Polytrichum sp.;Polytrichum;sp.;NA;FALSE;681;Polytrichum sp.;NA
682;Polytrichum strictum;Polytrichum;strictum;NA;FALSE;682;Polytrichum strictum;NA
683;Porella arboris-vitae;Porella;arboris-vitae;NA;FALSE;683;Porella arboris-vitae;NA
684;Porella platyphylla;Porella;platyphylla;NA;FALSE;684;Porella platyphylla;NA
685;Porella sp.;Porella;sp.;NA;FALSE;685;Porella sp.;NA
686;Potentilla anglica;Potentilla;anglica;NA;FALSE;686;Potentilla anglica;NA
687;Potentilla anserina;Potentilla;anserina;NA;FALSE;687;Potentilla anserina;NA
688;Potentilla erecta;Potentilla;erecta;NA;FALSE;688;Potentilla erecta;NA
689;Potentilla palustris;Potentilla;palustris;NA;FALSE;689;Potentilla palustris;NA
690;Potentilla reptans;Potentilla;reptans;NA;FALSE;690;Potentilla reptans;NA
691;Potentilla sp.;Potentilla;sp.;NA;FALSE;691;Potentilla sp.;NA
692;Potentilla sterilis;Potentilla;sterilis;NA;FALSE;692;Potentilla sterilis;NA
693;Potentilla x;Potentilla;x;NA;FALSE;693;Potentilla x;NA
694;Potentilla x;Potentilla;x;NA;FALSE;694;Potentilla x;NA
695;Preissia quadrata;Preissia;quadrata;NA;FALSE;695;Preissia quadrata;NA
696;Primula sp.;Primula;sp.;NA;FALSE;696;Primula sp.;NA
697;Primula veris;Primula;veris;NA;FALSE;697;Primula veris;NA
698;Primula vulgaris;Primula;vulgaris;NA;FALSE;698;Primula vulgaris;NA
699;Prunella vulgaris;Prunella;vulgaris;NA;FALSE;699;Prunella vulgaris;NA
700;Prunus spinosa;Prunus;spinosa;NA;FALSE;700;Prunus spinosa;NA
701;Pseudephemerum nitidum;Pseudephemerum;nitidum;NA;FALSE;701;Pseudephemerum nitidum;NA
702;Pseudocrossidium revolutum;Pseudocrossidium;revolutum;NA;FALSE;702;Pseudocrossidium revolutum;NA
703;Pseudotaxiphyllum elegans;Pseudotaxiphyllum;elegans;NA;FALSE;703;Pseudotaxiphyllum elegans;NA
704;Pteridium aquilinum;Pteridium;aquilinum;NA;FALSE;704;Pteridium aquilinum;NA
705;Ptilidium ciliare;Ptilidium;ciliare;NA;FALSE;705;Ptilidium ciliare;NA
706;Ptychomitrium polyphyllum;Ptychomitrium;polyphyllum;NA;FALSE;706;Ptychomitrium polyphyllum;NA
707;Pulicaria dysenterica;Pulicaria;dysenterica;NA;FALSE;707;Pulicaria dysenterica;NA
708;Quercus robur;Quercus;robur;NA;FALSE;708;Quercus robur;NA
709;Quercus sp.;Quercus;sp.;NA;FALSE;709;Quercus sp.;NA
710;Racomitrium aciculare;Racomitrium;aciculare;NA;FALSE;710;Racomitrium aciculare;NA
711;Racomitrium affine;Racomitrium;affine;NA;FALSE;711;Racomitrium affine;NA
712;Racomitrium aquaticum;Racomitrium;aquaticum;NA;FALSE;712;Racomitrium aquaticum;NA
713;Racomitrium ericoides;Racomitrium;ericoides;NA;FALSE;713;Racomitrium ericoides;NA
714;Racomitrium fasciculare;Racomitrium;fasciculare;NA;FALSE;714;Racomitrium fasciculare;NA
715;Racomitrium heterostichum;Racomitrium;heterostichum;NA;FALSE;715;Racomitrium heterostichum;NA
716;Racomitrium lanuginosum;Racomitrium;lanuginosum;NA;FALSE;716;Racomitrium lanuginosum;NA
717;Racomitrium sp.;Racomitrium;sp.;NA;FALSE;717;Racomitrium sp.;NA
718;Racomitrium sudeticum;Racomitrium;sudeticum;NA;FALSE;718;Racomitrium sudeticum;NA
719;Radiola linoides;Radiola;linoides;NA;FALSE;719;Radiola linoides;NA
720;Radula aquilegia;Radula;aquilegia;NA;FALSE;720;Radula aquilegia;NA
721;Radula complanata;Radula;complanata;NA;FALSE;721;Radula complanata;NA
722;Ranunculus acris;Ranunculus;acris;NA;FALSE;722;Ranunculus acris;NA
723;Ranunculus aquatilis;Ranunculus;aquatilis;NA;FALSE;723;Ranunculus aquatilis;NA
724;Ranunculus bulbosus;Ranunculus;bulbosus;NA;FALSE;724;Ranunculus bulbosus;NA
725;Ranunculus ficaria;Ranunculus;ficaria;NA;FALSE;725;Ranunculus ficaria;NA
726;Ranunculus flammula;Ranunculus;flammula;NA;FALSE;726;Ranunculus flammula;NA
727;Ranunculus hederaceus;Ranunculus;hederaceus;NA;FALSE;727;Ranunculus hederaceus;NA
728;Ranunculus lingua;Ranunculus;lingua;NA;FALSE;728;Ranunculus lingua;NA
729;Ranunculus omiophyllus;Ranunculus;omiophyllus;NA;FALSE;729;Ranunculus omiophyllus;NA
730;Ranunculus repens;Ranunculus;repens;NA;FALSE;730;Ranunculus repens;NA
731;Ranunculus sceleratus;Ranunculus;sceleratus;NA;FALSE;731;Ranunculus sceleratus;NA
732;Ranunculus sp.;Ranunculus;sp.;NA;FALSE;732;Ranunculus sp.;NA
733;Rhinanthus minor;Rhinanthus;minor;NA;FALSE;733;Rhinanthus minor;NA
734;Rhinanthus minor s. minor;Rhinanthus;minor s. minor;NA;FALSE;734;Rhinanthus minor s. minor;NA
735;Rhizomnium punctatum;Rhizomnium;punctatum;NA;FALSE;735;Rhizomnium punctatum;NA
736;Rhodobryum roseum;Rhodobryum;roseum;NA;FALSE;736;Rhodobryum roseum;NA
737;Rhynchostegium confertum;Rhynchostegium;confertum;NA;FALSE;737;Rhynchostegium confertum;NA
738;Rhynchostegium megapolitanum;Rhynchostegium;megapolitanum;NA;FALSE;738;Rhynchostegium megapolitanum;NA
739;Rhytidiadelphus loreus;Rhytidiadelphus;loreus;NA;FALSE;739;Rhytidiadelphus loreus;NA
740;Rhytidiadelphus squarrosus;Rhytidiadelphus;squarrosus;NA;FALSE;740;Rhytidiadelphus squarrosus;NA
741;Rhytidiadelphus subpinnatus;Rhytidiadelphus;subpinnatus;NA;FALSE;741;Rhytidiadelphus subpinnatus;NA
742;Rhytidiadelphus triquetrus;Rhytidiadelphus;triquetrus;NA;FALSE;742;Rhytidiadelphus triquetrus;NA
743;Riccardia chamedryfolia;Riccardia;chamedryfolia;NA;FALSE;743;Riccardia chamedryfolia;NA
744;Riccardia multifida;Riccardia;multifida;NA;FALSE;744;Riccardia multifida;NA
745;Riccardia palmata;Riccardia;palmata;NA;FALSE;745;Riccardia palmata;NA
746;Riccardia sp.;Riccardia;sp.;NA;FALSE;746;Riccardia sp.;NA
747;Rorippa amphibia;Rorippa;amphibia;NA;FALSE;747;Rorippa amphibia;NA
748;Rorippa microphylla;Rorippa;microphylla;NA;FALSE;748;Rorippa microphylla;NA
749;Rorippa nasturtium-aquaticum;Rorippa;nasturtium-aquaticum;NA;FALSE;749;Rorippa nasturtium-aquaticum;NA
750;Rorippa palustris;Rorippa;palustris;NA;FALSE;750;Rorippa palustris;NA
751;Rorippa sylvestris;Rorippa;sylvestris;NA;FALSE;751;Rorippa sylvestris;NA
752;Rosa canina;Rosa;canina;NA;FALSE;752;Rosa canina;NA
753;Rosa sp.;Rosa;sp.;NA;FALSE;753;Rosa sp.;NA
754;Rosa spinosissima;Rosa;spinosissima;NA;FALSE;754;Rosa spinosissima;NA
755;Rubia peregrina;Rubia;peregrina;NA;FALSE;755;Rubia peregrina;NA
756;Rubus fruticosus;Rubus;fruticosus;NA;FALSE;756;Rubus fruticosus;NA
757;Rumex acetosa;Rumex;acetosa;NA;FALSE;757;Rumex acetosa;NA
758;Rumex acetosella;Rumex;acetosella;NA;FALSE;758;Rumex acetosella;NA
759;Rumex conglomeratus;Rumex;conglomeratus;NA;FALSE;759;Rumex conglomeratus;NA
760;Rumex crispus;Rumex;crispus;NA;FALSE;760;Rumex crispus;NA
761;Rumex hydrolapathum;Rumex;hydrolapathum;NA;FALSE;761;Rumex hydrolapathum;NA
762;Rumex obtusifolius;Rumex;obtusifolius;NA;FALSE;762;Rumex obtusifolius;NA
763;Rumex sanguineus;Rumex;sanguineus;NA;FALSE;763;Rumex sanguineus;NA
764;Rumex sp.;Rumex;sp.;NA;FALSE;764;Rumex sp.;NA
765;Saccogyna viticulosa;Saccogyna;viticulosa;NA;FALSE;765;Saccogyna viticulosa;NA
766;Sagina apetala;Sagina;apetala;NA;FALSE;766;Sagina apetala;NA
767;Sagina maritima;Sagina;maritima;NA;FALSE;767;Sagina maritima;NA
768;Sagina nodosa;Sagina;nodosa;NA;FALSE;768;Sagina nodosa;NA
769;Sagina procumbens;Sagina;procumbens;NA;FALSE;769;Sagina procumbens;NA
770;Salix alba;Salix;alba;NA;FALSE;770;Salix alba;NA
771;Salix aurita;Salix;aurita;NA;FALSE;771;Salix aurita;NA
772;Salix caprea;Salix;caprea;NA;FALSE;772;Salix caprea;NA
773;Salix cinerea;Salix;cinerea;NA;FALSE;773;Salix cinerea;NA
774;Salix phylicifolia;Salix;phylicifolia;NA;FALSE;774;Salix phylicifolia;NA
775;Salix repens;Salix;repens;NA;FALSE;775;Salix repens;NA
776;Salix sp.;Salix;sp.;NA;FALSE;776;Salix sp.;NA
777;Salix x;Salix;x;NA;FALSE;777;Salix x;NA
778;Samolus valerandi;Samolus;valerandi;NA;FALSE;778;Samolus valerandi;NA
779;Sanguisorba minor;Sanguisorba;minor;NA;FALSE;779;Sanguisorba minor;NA
780;Sanguisorba minor s. muricata;Sanguisorba;minor s. muricata;NA;FALSE;780;Sanguisorba minor s. muricata;NA
781;Sanguisorba officinalis;Sanguisorba;officinalis;NA;FALSE;781;Sanguisorba officinalis;NA
782;Saxifraga aizoides;Saxifraga;aizoides;NA;FALSE;782;Saxifraga aizoides;NA
783;Saxifraga hypnoides;Saxifraga;hypnoides;NA;FALSE;783;Saxifraga hypnoides;NA
784;Saxifraga spathularis;Saxifraga;spathularis;NA;FALSE;784;Saxifraga spathularis;NA
785;Scapania aspera;Scapania;aspera;NA;FALSE;785;Scapania aspera;NA
786;Scapania compacta;Scapania;compacta;NA;FALSE;786;Scapania compacta;NA
787;Scapania gracilis;Scapania;gracilis;NA;FALSE;787;Scapania gracilis;NA
788;Scapania irrigua;Scapania;irrigua;NA;FALSE;788;Scapania irrigua;NA
789;Scapania nemorea;Scapania;nemorea;NA;FALSE;789;Scapania nemorea;NA
790;Scapania ornithopodioides;Scapania;ornithopodioides;NA;FALSE;790;Scapania ornithopodioides;NA
791;Scapania sp.;Scapania;sp.;NA;FALSE;791;Scapania sp.;NA
792;Scapania umbrosa;Scapania;umbrosa;NA;FALSE;792;Scapania umbrosa;NA
793;Scapania undulata;Scapania;undulata;NA;FALSE;793;Scapania undulata;NA
794;Schistidium apocarpum;Schistidium;apocarpum;NA;FALSE;794;Schistidium apocarpum;NA
795;Schistidium crassipilum;Schistidium;crassipilum;NA;FALSE;795;Schistidium crassipilum;NA
796;Schistidium elegantulum;Schistidium;elegantulum;NA;FALSE;796;Schistidium elegantulum;NA
797;Schistidium sp.;Schistidium;sp.;NA;FALSE;797;Schistidium sp.;NA
798;Schistidium strictum;Schistidium;strictum;NA;FALSE;798;Schistidium strictum;NA
799;Schoenoplectus lacustris;Schoenoplectus;lacustris;NA;FALSE;799;Schoenoplectus lacustris;NA
800;Schoenoplectus tabernaemontani;Schoenoplectus;tabernaemontani;NA;FALSE;800;Schoenoplectus tabernaemontani;NA
801;Schoenus nigricans;Schoenus;nigricans;NA;FALSE;801;Schoenus nigricans;NA
802;Scilla verna;Scilla;verna;NA;FALSE;802;Scilla verna;NA
803;Scleropodium purum;Scleropodium;purum;NA;FALSE;803;Scleropodium purum;NA
804;Scorpiurium circinatum;Scorpiurium;circinatum;NA;FALSE;804;Scorpiurium circinatum;NA
805;Scutellaria galericulata;Scutellaria;galericulata;NA;FALSE;805;Scutellaria galericulata;NA
806;Scutellaria minor;Scutellaria;minor;NA;FALSE;806;Scutellaria minor;NA
807;Sedum acre;Sedum;acre;NA;FALSE;807;Sedum acre;NA
808;Sedum album;Sedum;album;NA;FALSE;808;Sedum album;NA
809;Sedum anglicum;Sedum;anglicum;NA;FALSE;809;Sedum anglicum;NA
810;Sedum sp.;Sedum;sp.;NA;FALSE;810;Sedum sp.;NA
811;Selaginella selaginoides;Selaginella;selaginoides;NA;FALSE;811;Selaginella selaginoides;NA
812;Senecio aquaticus;Senecio;aquaticus;NA;FALSE;812;Senecio aquaticus;NA
813;Senecio jacobaea;Senecio;jacobaea;NA;FALSE;813;Senecio jacobaea;NA
814;Senecio sp.;Senecio;sp.;NA;FALSE;814;Senecio sp.;NA
815;Senecio vulgaris;Senecio;vulgaris;NA;FALSE;815;Senecio vulgaris;NA
816;Sesleria caerulea;Sesleria;caerulea;NA;FALSE;816;Sesleria caerulea;NA
817;Sherardia arvensis;Sherardia;arvensis;NA;FALSE;817;Sherardia arvensis;NA
818;Silene acaulis;Silene;acaulis;NA;FALSE;818;Silene acaulis;NA
819;Silene uniflora;Silene;uniflora;NA;FALSE;819;Silene uniflora;NA
820;Sisyrinchium bermudiana;Sisyrinchium;bermudiana;NA;FALSE;820;Sisyrinchium bermudiana;NA
821;Sium latifolium;Sium;latifolium;NA;FALSE;821;Sium latifolium;NA
822;Smyrnium olusatrum;Smyrnium;olusatrum;NA;FALSE;822;Smyrnium olusatrum;NA
823;Solidago virgaurea;Solidago;virgaurea;NA;FALSE;823;Solidago virgaurea;NA
824;Sonchus arvensis;Sonchus;arvensis;NA;FALSE;824;Sonchus arvensis;NA
825;Sonchus asper;Sonchus;asper;NA;FALSE;825;Sonchus asper;NA
826;Sonchus oleraceus;Sonchus;oleraceus;NA;FALSE;826;Sonchus oleraceus;NA
827;Sonchus sp.;Sonchus;sp.;NA;FALSE;827;Sonchus sp.;NA
828;Sorbus aria;Sorbus;aria;NA;FALSE;828;Sorbus aria;NA
829;Sorbus aucuparia;Sorbus;aucuparia;NA;FALSE;829;Sorbus aucuparia;NA
830;Sparganium emersum;Sparganium;emersum;NA;FALSE;830;Sparganium emersum;NA
831;Sparganium erectum;Sparganium;erectum;NA;FALSE;831;Sparganium erectum;NA
832;Sparganium sp.;Sparganium;sp.;NA;FALSE;832;Sparganium sp.;NA
833;Spergula arvensis;Spergula;arvensis;NA;FALSE;833;Spergula arvensis;NA
834;Spergularia rupicola;Spergularia;rupicola;NA;FALSE;834;Spergularia rupicola;NA
835;Sphagnum capillifolium;Sphagnum;capillifolium;NA;FALSE;835;Sphagnum capillifolium;NA
836;Sphagnum capillifolium s. rubellum;Sphagnum;capillifolium s. rubellum;NA;FALSE;836;Sphagnum capillifolium s. rubellum;NA
837;Sphagnum compactum;Sphagnum;compactum;NA;FALSE;837;Sphagnum compactum;NA
838;Sphagnum cuspidatum;Sphagnum;cuspidatum;NA;FALSE;838;Sphagnum cuspidatum;NA
839;Sphagnum denticulatum;Sphagnum;denticulatum;NA;FALSE;839;Sphagnum denticulatum;NA
840;Sphagnum fallax;Sphagnum;fallax;NA;FALSE;840;Sphagnum fallax;NA
841;Sphagnum fimbriatum;Sphagnum;fimbriatum;NA;FALSE;841;Sphagnum fimbriatum;NA
842;Sphagnum inundatum;Sphagnum;inundatum;NA;FALSE;842;Sphagnum inundatum;NA
843;Sphagnum molle;Sphagnum;molle;NA;FALSE;843;Sphagnum molle;NA
844;Sphagnum palustre;Sphagnum;palustre;NA;FALSE;844;Sphagnum palustre;NA
845;Sphagnum quinquefarium;Sphagnum;quinquefarium;NA;FALSE;845;Sphagnum quinquefarium;NA
846;Sphagnum russowii;Sphagnum;russowii;NA;FALSE;846;Sphagnum russowii;NA
847;Sphagnum sp.;Sphagnum;sp.;NA;FALSE;847;Sphagnum sp.;NA
848;Sphagnum squarrosum;Sphagnum;squarrosum;NA;FALSE;848;Sphagnum squarrosum;NA
849;Sphagnum subnitens;Sphagnum;subnitens;NA;FALSE;849;Sphagnum subnitens;NA
850;Sphagnum subnitens;Sphagnum;subnitens;NA;FALSE;850;Sphagnum subnitens;NA
851;Sphagnum subsecundum;Sphagnum;subsecundum;NA;FALSE;851;Sphagnum subsecundum;NA
852;Splachnum ampullaceum;Splachnum;ampullaceum;NA;FALSE;852;Splachnum ampullaceum;NA
853;Splachnum sphaericum;Splachnum;sphaericum;NA;FALSE;853;Splachnum sphaericum;NA
854;Stachys palustris;Stachys;palustris;NA;FALSE;854;Stachys palustris;NA
855;Stachys sylvatica;Stachys;sylvatica;NA;FALSE;855;Stachys sylvatica;NA
856;Stellaria graminea;Stellaria;graminea;NA;FALSE;856;Stellaria graminea;NA
857;Stellaria holostea;Stellaria;holostea;NA;FALSE;857;Stellaria holostea;NA
858;Stellaria media;Stellaria;media;NA;FALSE;858;Stellaria media;NA
859;Stellaria palustris;Stellaria;palustris;NA;FALSE;859;Stellaria palustris;NA
860;Stellaria sp.;Stellaria;sp.;NA;FALSE;860;Stellaria sp.;NA
861;Stellaria uliginosa;Stellaria;uliginosa;NA;FALSE;861;Stellaria uliginosa;NA
862;Succisa pratensis;Succisa;pratensis;NA;FALSE;862;Succisa pratensis;NA
863;Syntrichia intermedia;Syntrichia;intermedia;NA;FALSE;863;Syntrichia intermedia;NA
864;Taraxacum officinale;Taraxacum;officinale;NA;FALSE;864;Taraxacum officinale;NA
865;Teucrium scorodonia;Teucrium;scorodonia;NA;FALSE;865;Teucrium scorodonia;NA
866;Thalictrum flavum;Thalictrum;flavum;NA;FALSE;866;Thalictrum flavum;NA
867;Thamnobryum alopecurum;Thamnobryum;alopecurum;NA;FALSE;867;Thamnobryum alopecurum;NA
868;Thuidium assimile;Thuidium;assimile;NA;FALSE;868;Thuidium assimile;NA
869;Thuidium delicatulum;Thuidium;delicatulum;NA;FALSE;869;Thuidium delicatulum;NA
870;Thuidium sp.;Thuidium;sp.;NA;FALSE;870;Thuidium sp.;NA
871;Thuidium tamariscinum;Thuidium;tamariscinum;NA;FALSE;871;Thuidium tamariscinum;NA
872;Thymus polytrichus;Thymus;polytrichus;NA;FALSE;872;Thymus polytrichus;NA
873;Torilis japonica;Torilis;japonica;NA;FALSE;873;Torilis japonica;NA
874;Tortella flavovirens;Tortella;flavovirens;NA;FALSE;874;Tortella flavovirens;NA
875;Tortella nitida;Tortella;nitida;NA;FALSE;875;Tortella nitida;NA
876;Tortella sp.;Tortella;sp.;NA;FALSE;876;Tortella sp.;NA
877;Tortella tortuosa;Tortella;tortuosa;NA;FALSE;877;Tortella tortuosa;NA
878;Tortula acaulon;Tortula;acaulon;NA;FALSE;878;Tortula acaulon;NA
879;Tortula muralis;Tortula;muralis;NA;FALSE;879;Tortula muralis;NA
880;Tortula subulata;Tortula;subulata;NA;FALSE;880;Tortula subulata;NA
881;Tortula truncata;Tortula;truncata;NA;FALSE;881;Tortula truncata;NA
882;Trichophorum germanicum;Trichophorum;germanicum;NA;FALSE;882;Trichophorum germanicum;NA
883;Trichostomum brachydontium;Trichostomum;brachydontium;NA;FALSE;883;Trichostomum brachydontium;NA
884;Trichostomum crispulum;Trichostomum;crispulum;NA;FALSE;884;Trichostomum crispulum;NA
885;Trichostomum tenuirostre;Trichostomum;tenuirostre;NA;FALSE;885;Trichostomum tenuirostre;NA
886;Trifolium campestre;Trifolium;campestre;NA;FALSE;886;Trifolium campestre;NA
887;Trifolium dubium;Trifolium;dubium;NA;FALSE;887;Trifolium dubium;NA
888;Trifolium medium;Trifolium;medium;NA;FALSE;888;Trifolium medium;NA
